Currency;CurrencyCd;ReportDate;Valuation
Australian Dollar;aud;01MAR2015;6.52250
US Dollar;usd;06SEP2010;7.22070
Euro;eur;10OCT2014;9.14567
Norwegian Kroner;nok;05JUN2012;1.18110
United Kingdom Pound;gbp;04JUN2013;10.03560
United Kingdom Pound;gbp;03JUL2017;10.96489
Euro;eur;09DEC2017;9.96186
Australian Dollar;aud;01APR2016;6.18274
US Dollar;usd;08MAY2019;9.59135
Euro;eur;08JAN2016;9.28164
Euro;eur;10JAN2013;8.56398
Euro;eur;10JUL2012;8.55416
Danish Krone;dkk;07SEP2008;1.26980
Norwegian Kroner;nok;02JUL2010;1.18351
Norwegian Kroner;nok;04JUN2017;1.02523
US Dollar;usd;06MAY2018;8.84560
Euro;eur;06NOV2016;9.96162
Norwegian Kroner;nok;04DEC2019;1.07457
Norwegian Kroner;nok;02JAN2006;1.17974
United Kingdom Pound;gbp;04AUG2016;11.17027
US Dollar;usd;07JUN2019;9.40075
Euro;eur;08APR2018;10.29210
Norwegian Kroner;nok;08AUG2015;1.06041
Euro;eur;04AUG2017;9.59426
Norwegian Kroner;nok;05SEP2012;1.15467
United Kingdom Pound;gbp;08FEB2013;10.14150
United Kingdom Pound;gbp;02AUG2017;10.71280
United Kingdom Pound;gbp;03MAY2010;11.09790
Euro;eur;07MAR2009;11.64540
US Dollar;usd;06SEP2012;6.74650
Euro;eur;03OCT2010;9.22404
Danish Krone;dkk;06MAR2018;1.36828
United Kingdom Pound;gbp;09AUG2007;13.73800
Euro;eur;02DEC2008;10.44920
Euro;eur;02AUG2015;9.45880
Danish Krone;dkk;08AUG2013;1.16307
Norwegian Kroner;nok;09AUG2006;1.15510
Norwegian Kroner;nok;07NOV2020;1.07457
US Dollar;usd;09AUG2017;8.21850
Euro;eur;09JUN2018;10.26153
Danish Krone;dkk;08JUN2011;1.20972
Norwegian Kroner;nok;05MAR2009;1.30049
Danish Krone;dkk;02MAR2009;1.54639
US Dollar;usd;09DEC2007;6.40505
Euro;eur;04APR2019;10.39932
Australian Dollar;aud;08OCT2013;6.06210
Australian Dollar;aud;03JAN2017;6.61929
US Dollar;usd;02MAR2019;9.23410
Danish Krone;dkk;08DEC2016;1.30690
US Dollar;usd;05AUG2007;6.71170
Euro;eur;01JUN2020;10.67285
Danish Krone;dkk;06JAN2016;1.23611
United Kingdom Pound;gbp;09JAN2017;11.04059
United Kingdom Pound;gbp;01JUL2018;11.81640
Norwegian Kroner;nok;06DEC2007;1.16809
United Kingdom Pound;gbp;09DEC2013;10.68980
Euro;eur;06JUL2018;10.28105
United Kingdom Pound;gbp;10JUL2007;13.54930
Euro;eur;09JUN2008;9.34611
Euro;eur;09DEC2012;8.61477
Danish Krone;dkk;10APR2006;1.25489
Norwegian Kroner;nok;01JUL2015;1.05627
Norwegian Kroner;nok;02JAN2009;1.13334
US Dollar;usd;07DEC2006;6.79630
US Dollar;usd;04MAR2020;9.73445
US Dollar;usd;02MAY2012;6.75390
Euro;eur;06MAY2007;9.16707
Euro;eur;06JAN2014;8.84791
Danish Krone;dkk;04APR2014;1.19994
United Kingdom Pound;gbp;10SEP2006;13.72250
Danish Krone;dkk;05FEB2011;1.18408
Danish Krone;dkk;04JUN2016;1.24386
US Dollar;usd;08SEP2015;8.43140
Australian Dollar;aud;02MAY2017;6.64077
Norwegian Kroner;nok;01APR2015;1.07047
US Dollar;usd;03NOV2020;9.73445
Australian Dollar;aud;09SEP2008;5.43920
Danish Krone;dkk;04FEB2012;1.18471
Danish Krone;dkk;02FEB2015;1.26215
Australian Dollar;aud;07NOV2010;6.68433
Norwegian Kroner;nok;09FEB2007;1.11675
Norwegian Kroner;nok;02OCT2009;1.21240
Euro;eur;05MAR2017;9.53068
Danish Krone;dkk;07OCT2016;1.29804
Norwegian Kroner;nok;04SEP2019;1.07801
Norwegian Kroner;nok;04SEP2020;1.07457
US Dollar;usd;08JUL2016;8.60190
Euro;eur;07MAR2014;8.86563
United Kingdom Pound;gbp;09DEC2009;11.54990
Norwegian Kroner;nok;09NOV2008;1.14592
Danish Krone;dkk;03JUL2011;1.22029
Euro;eur;04FEB2018;9.82034
Norwegian Kroner;nok;07NOV2019;1.07457
Norwegian Kroner;nok;05JUN2011;1.14873
US Dollar;usd;07APR2020;9.73445
Australian Dollar;aud;10JUL2006;5.39672
Norwegian Kroner;nok;04MAR2019;1.07995
United Kingdom Pound;gbp;08FEB2017;11.08577
United Kingdom Pound;gbp;04DEC2018;11.45233
US Dollar;usd;04JUL2008;5.98810
US Dollar;usd;03JUN2013;6.58300
United Kingdom Pound;gbp;04JUN2017;11.11438
United Kingdom Pound;gbp;04OCT2015;12.60202
US Dollar;usd;02MAR2017;9.07150
United Kingdom Pound;gbp;04APR2006;13.42100
United Kingdom Pound;gbp;09OCT2006;13.72910
US Dollar;usd;03FEB2019;9.02800
Norwegian Kroner;nok;04SEP2017;1.01972
US Dollar;usd;01NOV2017;8.38905
US Dollar;usd;06SEP2006;7.28670
Euro;eur;05OCT2007;9.16285
United Kingdom Pound;gbp;03JUL2009;12.70480
Australian Dollar;aud;08DEC2011;6.93193
Euro;eur;09SEP2015;9.38534
Euro;eur;02MAY2013;8.53338
Australian Dollar;aud;03FEB2018;6.26367
Australian Dollar;aud;10NOV2014;6.40404
US Dollar;usd;07JUN2017;8.69350
United Kingdom Pound;gbp;09JAN2009;12.00900
Norwegian Kroner;nok;05JUN2009;1.21192
Australian Dollar;aud;10OCT2017;6.28080
Danish Krone;dkk;10AUG2010;1.26519
Euro;eur;03MAR2020;10.67285
Australian Dollar;aud;02APR2016;6.18274
Australian Dollar;aud;09NOV2014;6.40454
Norwegian Kroner;nok;10APR2019;1.08964
US Dollar;usd;09AUG2015;8.82060
Euro;eur;08AUG2006;9.18703
Euro;eur;03JUL2013;8.70678
US Dollar;usd;04SEP2007;6.91805
Danish Krone;dkk;08OCT2015;1.24347
Norwegian Kroner;nok;08NOV2014;1.08413
Danish Krone;dkk;01JUN2020;1.42985
Euro;eur;08JUL2020;10.67285
United Kingdom Pound;gbp;10MAY2008;11.73340
United Kingdom Pound;gbp;02OCT2016;11.13980
Australian Dollar;aud;01MAR2007;5.53969
Euro;eur;09SEP2020;10.67285
Euro;eur;07JUN2016;9.23713
Danish Krone;dkk;03JUN2018;1.38456
Danish Krone;dkk;10JUL2016;1.27615
US Dollar;usd;09JAN2007;7.00055
United Kingdom Pound;gbp;06JUN2012;11.07820
Norwegian Kroner;nok;08NOV2013;1.07207
Euro;eur;01APR2009;10.92180
Norwegian Kroner;nok;04JUN2016;0.99774
Australian Dollar;aud;10AUG2015;6.43423
US Dollar;usd;04JUL2010;7.58965
Danish Krone;dkk;09APR2008;1.25671
Norwegian Kroner;nok;07AUG2020;1.07457
Danish Krone;dkk;05NOV2013;1.17939
Australian Dollar;aud;02MAR2015;6.48046
United Kingdom Pound;gbp;03JUL2013;10.23950
United Kingdom Pound;gbp;07JAN2014;10.67460
Australian Dollar;aud;06DEC2007;5.60626
US Dollar;usd;04MAR2018;8.26735
Danish Krone;dkk;06JUN2014;1.21176
Australian Dollar;aud;09OCT2009;6.31888
United Kingdom Pound;gbp;06APR2017;11.22585
Euro;eur;02SEP2006;9.33396
Euro;eur;04AUG2007;9.22590
Danish Krone;dkk;03MAR2008;1.25762
Norwegian Kroner;nok;10JAN2020;1.07457
Euro;eur;02MAY2018;10.62572
Australian Dollar;aud;02FEB2014;5.69377
Euro;eur;03JUL2018;10.31715
Australian Dollar;aud;10SEP2008;5.46147
United Kingdom Pound;gbp;04FEB2007;13.76160
Euro;eur;10OCT2019;10.67285
Danish Krone;dkk;07APR2010;1.30124
US Dollar;usd;10NOV2007;6.32755
Australian Dollar;aud;09NOV2010;6.76786
Norwegian Kroner;nok;07AUG2019;1.07346
Danish Krone;dkk;07JUL2006;1.22627
US Dollar;usd;06SEP2008;6.63630
Norwegian Kroner;nok;08AUG2013;1.09832
Euro;eur;03APR2011;8.96079
Norwegian Kroner;nok;07AUG2017;1.02679
US Dollar;usd;02MAY2010;7.22408
Euro;eur;01JAN2007;9.03831
United Kingdom Pound;gbp;10APR2019;12.13719
US Dollar;usd;06JUL2013;6.76800
United Kingdom Pound;gbp;02DEC2019;12.03519
United Kingdom Pound;gbp;08APR2016;11.48412
US Dollar;usd;08SEP2009;7.04590
United Kingdom Pound;gbp;02JUN2010;11.43310
United Kingdom Pound;gbp;05JAN2011;10.53490
Danish Krone;dkk;04MAY2008;1.25283
Norwegian Kroner;nok;01JAN2012;1.14820
Norwegian Kroner;nok;05SEP2013;1.08833
United Kingdom Pound;gbp;09OCT2010;10.63780
US Dollar;usd;10NOV2011;6.69270
United Kingdom Pound;gbp;02OCT2012;10.64870
Danish Krone;dkk;01APR2018;1.37931
US Dollar;usd;07AUG2014;6.90385
US Dollar;usd;03AUG2008;6.07710
Norwegian Kroner;nok;02JUL2008;1.17870
United Kingdom Pound;gbp;03NOV2015;13.18954
Norwegian Kroner;nok;07MAY2016;0.99236
Norwegian Kroner;nok;01JAN2014;1.05859
United Kingdom Pound;gbp;10FEB2020;12.03519
Danish Krone;dkk;01SEP2016;1.28798
Australian Dollar;aud;03JAN2013;6.86253
Norwegian Kroner;nok;07MAY2019;1.09658
Norwegian Kroner;nok;01OCT2015;0.99432
Australian Dollar;aud;01MAY2013;6.76382
Norwegian Kroner;nok;05DEC2010;1.13983
Euro;eur;04AUG2012;8.30114
Danish Krone;dkk;10FEB2019;1.40638
United Kingdom Pound;gbp;07JUL2015;13.18281
Norwegian Kroner;nok;05JUN2007;1.15465
Danish Krone;dkk;05AUG2017;1.28939
Euro;eur;08AUG2011;9.22178
US Dollar;usd;09JUN2018;8.72690
Norwegian Kroner;nok;07FEB2018;1.02154
Norwegian Kroner;nok;06SEP2006;1.14313
Danish Krone;dkk;07JUN2012;1.20748
US Dollar;usd;10FEB2010;7.33630
United Kingdom Pound;gbp;04APR2010;10.97800
Danish Krone;dkk;02JAN2007;1.21032
Euro;eur;06FEB2010;10.20610
Norwegian Kroner;nok;08MAY2012;1.17589
US Dollar;usd;01APR2007;7.02960
Australian Dollar;aud;07DEC2007;5.64125
United Kingdom Pound;gbp;10NOV2009;11.43610
Norwegian Kroner;nok;04MAR2016;0.99361
United Kingdom Pound;gbp;05JAN2007;13.44790
Danish Krone;dkk;02MAY2011;1.19588
US Dollar;usd;09OCT2010;6.68770
Euro;eur;06FEB2015;9.44478
Norwegian Kroner;nok;10JUL2020;1.07457
Danish Krone;dkk;10NOV2006;1.21996
Danish Krone;dkk;04JUL2010;1.28249
Australian Dollar;aud;10DEC2019;6.59509
United Kingdom Pound;gbp;05MAY2017;11.39020
United Kingdom Pound;gbp;05SEP2019;11.91566
Euro;eur;09MAR2011;8.81612
US Dollar;usd;04MAR2016;8.47820
Norwegian Kroner;nok;04DEC2017;1.01087
Danish Krone;dkk;03JUL2012;1.17493
Norwegian Kroner;nok;09NOV2007;1.19019
Danish Krone;dkk;08NOV2009;1.39778
Norwegian Kroner;nok;04MAR2017;1.06653
Danish Krone;dkk;03APR2016;1.24089
United Kingdom Pound;gbp;10MAY2012;11.15900
Australian Dollar;aud;09NOV2006;5.46120
Danish Krone;dkk;03FEB2014;1.18179
US Dollar;usd;04DEC2019;9.73445
Euro;eur;06NOV2006;9.15749
Euro;eur;08MAY2014;9.01127
Euro;eur;08NOV2018;10.25821
United Kingdom Pound;gbp;01NOV2012;10.74660
United Kingdom Pound;gbp;08APR2020;12.03519
United Kingdom Pound;gbp;05MAR2014;10.76590
Australian Dollar;aud;04FEB2014;5.81486
Norwegian Kroner;nok;01JAN2015;1.04993
Australian Dollar;aud;01FEB2010;6.44846
Euro;eur;10APR2015;9.33322
Norwegian Kroner;nok;02APR2007;1.14663
Australian Dollar;aud;01MAY2017;6.58320
Euro;eur;06MAY2017;9.65680
Danish Krone;dkk;05APR2013;1.12994
Euro;eur;09SEP2010;9.24255
United Kingdom Pound;gbp;10NOV2013;10.55260
Norwegian Kroner;nok;08MAY2009;1.21311
US Dollar;usd;03APR2016;8.12930
United Kingdom Pound;gbp;05MAY2013;10.10680
US Dollar;usd;03FEB2017;8.76805
Norwegian Kroner;nok;04DEC2016;1.08940
Australian Dollar;aud;10NOV2010;6.78756
Euro;eur;02FEB2016;9.34635
Euro;eur;10NOV2010;9.29111
Norwegian Kroner;nok;02APR2008;1.16603
Danish Krone;dkk;02APR2017;1.28321
Norwegian Kroner;nok;08FEB2008;1.17272
Euro;eur;04FEB2008;9.38912
Danish Krone;dkk;04OCT2006;1.25061
Norwegian Kroner;nok;08FEB2011;1.11560
Norwegian Kroner;nok;10JAN2018;1.01642
United Kingdom Pound;gbp;04OCT2019;12.03519
United Kingdom Pound;gbp;07MAR2017;10.98914
Australian Dollar;aud;09DEC2007;5.64125
United Kingdom Pound;gbp;03SEP2008;11.63910
US Dollar;usd;05AUG2009;7.15430
Danish Krone;dkk;09DEC2016;1.30530
Danish Krone;dkk;08DEC2017;1.33862
United Kingdom Pound;gbp;05JUL2016;11.08348
Danish Krone;dkk;07DEC2018;1.37515
Danish Krone;dkk;05SEP2011;1.22335
US Dollar;usd;02DEC2016;9.19700
Australian Dollar;aud;03MAR2019;6.56314
Danish Krone;dkk;01AUG2008;1.26841
Euro;eur;10APR2020;10.67285
Norwegian Kroner;nok;02APR2009;1.23023
US Dollar;usd;02DEC2018;9.09380
Australian Dollar;aud;05MAR2019;6.59676
US Dollar;usd;10SEP2012;6.62580
US Dollar;usd;02MAY2006;7.38690
United Kingdom Pound;gbp;06AUG2019;11.69089
United Kingdom Pound;gbp;02DEC2015;13.02648
US Dollar;usd;07AUG2010;7.04950
Danish Krone;dkk;05JUN2015;1.25521
US Dollar;usd;09OCT2008;7.08555
United Kingdom Pound;gbp;06AUG2011;10.59940
Euro;eur;03JUL2008;9.41623
Euro;eur;06AUG2014;9.24485
United Kingdom Pound;gbp;01JUL2006;13.31470
Danish Krone;dkk;08SEP2007;1.25498
United Kingdom Pound;gbp;07JUL2019;11.78615
US Dollar;usd;07AUG2012;6.71065
Norwegian Kroner;nok;04SEP2018;1.08511
Euro;eur;02AUG2020;10.67285
Euro;eur;08MAY2009;10.51040
Norwegian Kroner;nok;07AUG2016;1.00837
Norwegian Kroner;nok;05MAR2007;1.13869
Australian Dollar;aud;07DEC2011;6.91266
Australian Dollar;aud;01SEP2017;6.36132
Norwegian Kroner;nok;05MAR2008;1.19118
Australian Dollar;aud;04JAN2017;6.63094
United Kingdom Pound;gbp;06JUN2016;11.87903
Danish Krone;dkk;01SEP2017;1.27635
United Kingdom Pound;gbp;01SEP2009;11.61540
Danish Krone;dkk;08APR2009;1.45924
Danish Krone;dkk;06JUL2008;1.26023
Australian Dollar;aud;03FEB2014;5.74189
Australian Dollar;aud;01JUL2019;6.51046
United Kingdom Pound;gbp;08NOV2006;13.62960
Norwegian Kroner;nok;04DEC2018;1.06005
US Dollar;usd;10APR2007;6.89835
US Dollar;usd;08SEP2007;6.78365
Australian Dollar;aud;05FEB2018;6.28223
Australian Dollar;aud;02MAR2011;6.40841
Euro;eur;07JUL2012;8.64400
Euro;eur;05OCT2017;9.52850
Danish Krone;dkk;09JUL2018;1.37949
Euro;eur;05OCT2012;8.59629
Euro;eur;07MAR2019;10.56833
US Dollar;usd;09OCT2006;7.36320
US Dollar;usd;05JUN2012;7.20255
Norwegian Kroner;nok;07NOV2018;1.08307
Euro;eur;07SEP2013;8.75108
US Dollar;usd;10FEB2006;7.73260
US Dollar;usd;09AUG2013;6.49755
Danish Krone;dkk;04AUG2019;1.43450
Norwegian Kroner;nok;05DEC2012;1.17388
Australian Dollar;aud;03APR2020;6.59509
Australian Dollar;aud;09DEC2011;6.85276
United Kingdom Pound;gbp;07MAY2016;11.76057
US Dollar;usd;08JUL2012;7.02650
Danish Krone;dkk;07NOV2010;1.24994
US Dollar;usd;02MAY2008;6.06940
Danish Krone;dkk;08MAY2017;1.29852
United Kingdom Pound;gbp;01JUL2010;11.68380
Danish Krone;dkk;03AUG2020;1.42985
Norwegian Kroner;nok;01APR2013;1.11228
United Kingdom Pound;gbp;08JUN2019;11.97703
Australian Dollar;aud;01MAR2011;6.41041
Norwegian Kroner;nok;08FEB2010;1.24578
United Kingdom Pound;gbp;03SEP2012;10.63470
Norwegian Kroner;nok;02OCT2010;1.14793
United Kingdom Pound;gbp;04AUG2008;11.92520
Danish Krone;dkk;10SEP2019;1.43700
Australian Dollar;aud;01JUL2015;6.38597
United Kingdom Pound;gbp;06DEC2017;11.25043
Australian Dollar;aud;10OCT2009;6.31888
US Dollar;usd;02JAN2020;9.73445
United Kingdom Pound;gbp;08FEB2009;12.00940
Euro;eur;02DEC2018;10.31290
United Kingdom Pound;gbp;03NOV2011;10.51120
Euro;eur;08FEB2007;9.08596
Australian Dollar;aud;01JUN2018;6.65863
Australian Dollar;aud;04APR2020;6.59509
Danish Krone;dkk;03JAN2006;1.25443
Danish Krone;dkk;07JAN2015;1.26471
Norwegian Kroner;nok;05SEP2008;1.18269
Australian Dollar;aud;02JUN2018;6.65863
United Kingdom Pound;gbp;05JUL2012;10.79600
Norwegian Kroner;nok;05DEC2011;1.16959
United Kingdom Pound;gbp;06APR2013;9.91419
United Kingdom Pound;gbp;03SEP2016;11.40506
United Kingdom Pound;gbp;09MAY2019;12.52001
US Dollar;usd;01NOV2013;6.51740
United Kingdom Pound;gbp;06JUN2020;12.03519
United Kingdom Pound;gbp;05NOV2018;11.80357
Australian Dollar;aud;01APR2008;5.46264
Euro;eur;01JUL2016;9.38506
Euro;eur;02JUN2009;10.67660
Danish Krone;dkk;06APR2012;1.18271
Euro;eur;09FEB2020;10.67285
United Kingdom Pound;gbp;01FEB2015;12.39670
Australian Dollar;aud;02JUL2019;6.52396
Australian Dollar;aud;02JAN2009;5.46817
US Dollar;usd;10SEP2014;7.10335
United Kingdom Pound;gbp;04OCT2011;10.67100
Australian Dollar;aud;02AUG2020;6.59509
Euro;eur;04MAY2020;10.67285
US Dollar;usd;03JUN2009;7.65730
United Kingdom Pound;gbp;08AUG2018;11.53761
US Dollar;usd;06DEC2020;9.73445
Australian Dollar;aud;01MAY2009;5.88382
Norwegian Kroner;nok;04SEP2016;1.02979
Norwegian Kroner;nok;02JUL2006;1.15963
Australian Dollar;aud;03MAY2017;6.57935
Australian Dollar;aud;01FEB2006;5.76787
Euro;eur;02DEC2013;8.87583
Australian Dollar;aud;08DEC2007;5.64125
United Kingdom Pound;gbp;04AUG2012;10.50090
US Dollar;usd;03APR2010;7.20675
Danish Krone;dkk;03OCT2008;1.29964
US Dollar;usd;06MAY2016;8.12615
US Dollar;usd;10NOV2009;6.83425
US Dollar;usd;04MAY2011;6.04790
Euro;eur;06AUG2019;10.72445
US Dollar;usd;06MAY2014;6.50700
US Dollar;usd;07APR2016;8.14575
Norwegian Kroner;nok;10JAN2019;1.04849
Norwegian Kroner;nok;07MAY2018;1.09427
Euro;eur;04DEC2015;9.27661
Danish Krone;dkk;02NOV2017;1.31458
Norwegian Kroner;nok;05JUN2008;1.17077
Euro;eur;03NOV2006;9.17331
Danish Krone;dkk;10OCT2013;1.18025
Euro;eur;01JAN2017;9.56470
Euro;eur;04MAY2010;9.60774
Australian Dollar;aud;04MAR2019;6.59714
Australian Dollar;aud;01AUG2016;6.49812
US Dollar;usd;05APR2015;8.61120
Danish Krone;dkk;06OCT2018;1.40019
Norwegian Kroner;nok;02JAN2007;1.10019
Danish Krone;dkk;01NOV2019;1.42985
Australian Dollar;aud;05FEB2014;5.82931
Danish Krone;dkk;02DEC2011;1.21926
Euro;eur;05JUL2010;9.63356
Norwegian Kroner;nok;08NOV2012;1.16671
US Dollar;usd;01APR2013;6.51710
US Dollar;usd;09JUN2020;9.73445
Australian Dollar;aud;02MAR2007;5.52892
Danish Krone;dkk;06MAY2006;1.24826
US Dollar;usd;07JUN2011;6.14645
Danish Krone;dkk;04JAN2019;1.36990
Australian Dollar;aud;02AUG2016;6.48735
Euro;eur;04FEB2013;8.55254
Australian Dollar;aud;06JAN2017;6.61122
Danish Krone;dkk;07APR2011;1.20990
Norwegian Kroner;nok;05DEC2008;1.15581
United Kingdom Pound;gbp;08AUG2014;11.59334
Norwegian Kroner;nok;05SEP2009;1.19601
Danish Krone;dkk;02SEP2015;1.27076
United Kingdom Pound;gbp;01NOV2016;10.94071
US Dollar;usd;08MAY2017;8.82945
United Kingdom Pound;gbp;07MAR2013;9.52649
Danish Krone;dkk;06FEB2010;1.37121
Euro;eur;09JUN2013;8.69744
Australian Dollar;aud;02JUN2014;6.17754
Euro;eur;05JAN2006;9.32137
US Dollar;usd;10MAY2018;8.73565
United Kingdom Pound;gbp;02DEC2011;10.53080
Norwegian Kroner;nok;10APR2018;1.06182
Euro;eur;10NOV2020;10.67285
United Kingdom Pound;gbp;03MAY2006;13.56100
United Kingdom Pound;gbp;05NOV2014;11.75650
US Dollar;usd;02MAR2015;8.32910
United Kingdom Pound;gbp;06APR2009;11.86840
Norwegian Kroner;nok;02OCT2007;1.19688
Euro;eur;04SEP2008;9.48168
United Kingdom Pound;gbp;05NOV2010;10.71780
Danish Krone;dkk;01JUL2015;1.23738
Norwegian Kroner;nok;05MAR2006;1.18168
Norwegian Kroner;nok;07AUG2018;1.08734
Norwegian Kroner;nok;08AUG2010;1.18987
Australian Dollar;aud;10NOV2018;6.56268
Euro;eur;06MAY2012;8.91429
Norwegian Kroner;nok;05JUN2010;1.21548
Norwegian Kroner;nok;10OCT2018;1.11136
United Kingdom Pound;gbp;02JAN2015;12.15881
Australian Dollar;aud;10DEC2007;5.63363
Danish Krone;dkk;09JUN2010;1.29347
United Kingdom Pound;gbp;05SEP2011;10.40950
Australian Dollar;aud;07APR2020;6.59509
Australian Dollar;aud;02FEB2010;6.40959
Danish Krone;dkk;02JUN2019;1.42351
US Dollar;usd;08SEP2011;6.38550
Norwegian Kroner;nok;05SEP2010;1.18294
Danish Krone;dkk;05JAN2018;1.31976
United Kingdom Pound;gbp;08JUN2015;12.77670
Danish Krone;dkk;08JAN2014;1.19584
Norwegian Kroner;nok;01OCT2014;1.11702
Danish Krone;dkk;07OCT2017;1.28224
Danish Krone;dkk;09AUG2012;1.11008
United Kingdom Pound;gbp;10FEB2012;10.52540
Australian Dollar;aud;04MAR2015;6.52721
Norwegian Kroner;nok;10OCT2019;1.07457
United Kingdom Pound;gbp;08APR2008;11.72940
Norwegian Kroner;nok;04MAR2015;1.07225
Norwegian Kroner;nok;07MAY2017;1.02209
Norwegian Kroner;nok;08NOV2010;1.14997
Norwegian Kroner;nok;05SEP2007;1.18717
Australian Dollar;aud;01JUN2014;6.19681
Danish Krone;dkk;03SEP2014;1.23593
Norwegian Kroner;nok;10JAN2016;0.95711
Euro;eur;04SEP2013;8.72449
United Kingdom Pound;gbp;07JAN2006;13.52390
Danish Krone;dkk;01JAN2009;1.46859
Danish Krone;dkk;05MAY2007;1.23015
Danish Krone;dkk;01APR2019;1.39613
US Dollar;usd;05FEB2020;9.73445
US Dollar;usd;03APR2014;6.52410
Australian Dollar;aud;10DEC2015;6.18480
United Kingdom Pound;gbp;02JAN2019;11.33642
Australian Dollar;aud;04APR2016;6.19040
United Kingdom Pound;gbp;08OCT2017;10.63700
US Dollar;usd;02MAR2011;6.30160
Norwegian Kroner;nok;04SEP2015;1.02018
Australian Dollar;aud;10OCT2013;6.15496
Norwegian Kroner;nok;10OCT2020;1.07457
Norwegian Kroner;nok;02JUL2007;1.16592
Euro;eur;03OCT2015;9.37205
Euro;eur;10JAN2018;9.80132
Danish Krone;dkk;04NOV2015;1.25703
US Dollar;usd;08JUL2014;6.82800
Euro;eur;08FEB2017;9.47021
Australian Dollar;aud;01AUG2020;6.59509
US Dollar;usd;06JUL2009;7.85585
Euro;eur;10MAY2006;9.32631
Euro;eur;08NOV2013;8.80834
United Kingdom Pound;gbp;07JAN2010;11.33640
Australian Dollar;aud;02MAY2013;6.68174
US Dollar;usd;05JUN2008;5.99540
United Kingdom Pound;gbp;07MAY2012;11.04120
Australian Dollar;aud;03APR2016;6.18274
US Dollar;usd;10JUL2013;6.76375
United Kingdom Pound;gbp;06AUG2015;13.57045
United Kingdom Pound;gbp;06FEB2006;13.58780
US Dollar;usd;10JUL2017;8.44980
Danish Krone;dkk;05JUL2009;1.46227
US Dollar;usd;10JUL2015;8.39600
Norwegian Kroner;nok;01APR2012;1.16409
Euro;eur;06SEP2010;9.30026
Danish Krone;dkk;06DEC2020;1.42985
Norwegian Kroner;nok;08FEB2009;1.19995
Danish Krone;dkk;08MAR2016;1.25589
Norwegian Kroner;nok;01OCT2017;1.02557
Norwegian Kroner;nok;08MAY2010;1.22965
Euro;eur;02MAR2017;9.54367
Euro;eur;02SEP2011;9.11335
Norwegian Kroner;nok;04JUN2014;1.11077
Danish Krone;dkk;09SEP2006;1.24935
United Kingdom Pound;gbp;03FEB2018;11.17128
Norwegian Kroner;nok;08AUG2011;1.18511
United Kingdom Pound;gbp;02MAR2018;11.38042
Norwegian Kroner;nok;10JUL2018;1.08942
Danish Krone;dkk;10MAR2013;1.11554
Australian Dollar;aud;03APR2008;5.46214
Euro;eur;02MAR2007;9.29536
Danish Krone;dkk;04MAY2009;1.42168
United Kingdom Pound;gbp;09MAY2011;10.26190
United Kingdom Pound;gbp;10FEB2016;12.24761
US Dollar;usd;05JUN2010;7.95700
Danish Krone;dkk;09NOV2008;1.34591
Australian Dollar;aud;05JAN2013;6.83779
Euro;eur;04DEC2010;9.14762
United Kingdom Pound;gbp;09SEP2017;10.47433
US Dollar;usd;08MAR2020;9.73445
US Dollar;usd;04MAY2013;6.48160
Australian Dollar;aud;10DEC2011;6.85276
Danish Krone;dkk;04MAR2007;1.24809
United Kingdom Pound;gbp;06FEB2010;11.67920
Norwegian Kroner;nok;06AUG2020;1.07457
Euro;eur;02JUN2019;10.63090
Danish Krone;dkk;09MAR2014;1.18795
United Kingdom Pound;gbp;02OCT2008;12.35220
United Kingdom Pound;gbp;08JUN2011;10.10000
Danish Krone;dkk;05AUG2018;1.38413
Danish Krone;dkk;06AUG2016;1.27532
Norwegian Kroner;nok;10JAN2017;1.05338
US Dollar;usd;02JAN2016;8.39330
Australian Dollar;aud;03FEB2010;6.41462
Australian Dollar;aud;01APR2012;6.87527
Euro;eur;08AUG2016;9.52030
Danish Krone;dkk;01FEB2017;1.26687
Danish Krone;dkk;07DEC2019;1.42985
Danish Krone;dkk;02JUL2013;1.16583
United Kingdom Pound;gbp;05MAR2010;10.72330
United Kingdom Pound;gbp;05SEP2007;13.88590
US Dollar;usd;02JAN2018;8.17020
US Dollar;usd;04DEC2017;8.41880
Euro;eur;05APR2008;9.38679
US Dollar;usd;06MAY2012;6.77635
Australian Dollar;aud;06JAN2013;6.83779
Norwegian Kroner;nok;01JAN2011;1.14900
Danish Krone;dkk;09FEB2006;1.24041
US Dollar;usd;08JUL2010;7.53575
Euro;eur;05NOV2013;8.79664
Euro;eur;09OCT2011;9.12343
